nr_core  nr_sol  npol  
      11       4     101
raxis  zaxis  
       459.39623       15.630044
       459.00346       11.687951
       458.73350       7.7746167
       458.57547       3.8824491
       458.52711    0.0011571984
       458.57677      -3.8802178
       458.73046      -7.7728259
       459.00578      -11.685152
       459.39969      -15.627136
       459.92216      -19.606316
       460.60426      -23.621139
       461.47827      -27.663190
       462.63697      -31.681552
       464.28564      -35.525757
       466.63145      -38.966678
       469.66606      -41.859205
       473.17733      -44.218458
       476.98360      -46.090570
       480.95322      -47.520511
       485.02539      -48.504210
       489.12233      -49.074604
       493.17141      -49.284729
       497.12166      -49.184877
       500.92138      -48.859851
       504.54902      -48.373313
       508.00002      -47.774973
       511.28103      -47.103861
       514.40751      -46.379731
       517.39637      -45.621976
       520.26681      -44.852762
       523.03854      -44.056158
       525.72955      -43.242894
       528.35909      -42.419861
       530.93839      -41.562598
       533.48226      -40.671718
       536.00628      -39.752076
       538.51865      -38.786034
       541.03409      -37.774018
       543.56848      -36.716197
       546.13412      -35.601807
       548.75177      -34.430986
       551.45337      -33.208693
       554.26194      -31.922230
       557.20106      -30.552914
       560.32056      -29.099296
       563.65126      -27.531190
       567.24529      -25.825215
       571.15220      -23.943548
       575.41375      -21.832724
       580.09813      -19.439168
       585.25094      -16.683394
       590.88805      -13.471317
       596.94298      -9.6824299
       602.75163      -5.1942204
       605.93609    0.0018869767
       61.372429
       613.07520    0.0019521237
       609.67601       5.6260979
       603.31962       10.492804
       596.76435       14.594190
       590.66310       18.075284
       585.08513       21.061763
       580.00845       23.654079
       575.38687       25.938382
       571.15829       27.978263
       567.26417       29.826076
       563.65583       31.524426
       560.27748       33.100372
       557.08765       34.577714
       554.05247       35.978874
       551.12517       37.302002
       548.28323       38.561957
       545.50783       39.774507
       542.76482       40.924385
       540.03940       42.019907
       537.31920       43.070464
       534.58509       44.068021
       531.82700       45.025553
       529.03227       45.951300
       526.18503       46.850442
       523.26953       47.729647
       520.26648       48.588841
       517.15695       49.428274
       513.91974       50.240330
       510.53309       51.025274
       506.97804       51.755506
       503.23951       52.404807
       499.30832       52.935640
       495.19356       53.283916
       490.91748       53.387362
       486.52566       53.168661
       482.08665       52.551610
       477.67616       51.484364
       473.37291       49.937985
       469.25818       47.901326
       465.45653       45.344064
       462.15658       42.220378
       459.60650       38.497177
       457.83005       34.326290
       456.57425       29.972718
       455.62460       25.594824
       454.89520       21.242033
       454.32368       16.932456
       453.89818       12.661855
       453.60572       8.4224093
       453.43452       4.2058945
       453.38213    0.0011615306
       453.43593      -4.2036614
       453.60243      -8.4206534
       453.90069      -12.659007
       454.32743      -16.929490
       454.89343      -21.240267
       455.63238      -25.589659
       456.57922      -29.968548
       457.83448      -34.321774
       459.62054      -38.486329
       462.16183      -42.213994
       465.44933      -45.347564
       469.25320      -47.903422
       473.37667      -49.931543
       477.67709      -51.480646
       482.08861      -52.546320
       486.52695      -53.164247
       490.91346      -53.391882
       495.19289      -53.283709
       499.30926      -52.931598
       503.23921      -52.404514
       506.97778      -51.756313
       510.53221      -51.029275
       513.91923      -50.244800
       517.15716      -49.423899
       520.26681      -48.590585
       523.26952      -47.727597
       526.18478      -46.846561
       529.03344      -45.954942
       531.82768      -45.026240
       534.58354      -44.061120
       537.31790      -43.064841
       540.03964      -42.018295
       542.76470      -40.921945
       545.51028      -39.775972
       548.28972      -38.568716
       551.12552      -37.300327
       554.05225      -35.976176
       557.09486      -34.582508
       560.27891      -33.099083
       563.65837      -31.524330
       567.26662      -29.825548
       571.16016      -27.977408
       575.39265      -25.938936
       580.00932      -23.652210
       585.08407      -21.059191
       590.66629      -18.073769
       596.77315      -14.594019
       603.33266      -10.489391
       609.62537      -5.6271642
       613.07520    0.0019521237
       66.093385
       620.21430    0.0020172708
       616.55364       6.0587896
       609.70830       11.299858
       602.64878       15.716735
       596.07820       19.465605
       590.07115       22.681814
       584.60396       25.473539
       579.62687       27.933557
       575.07302       30.130353
       570.87935       32.120305
       566.99344       33.949297
       563.35522       35.646470
       559.92002       37.237454
       556.65137       38.746395
       553.49889       40.171302
       550.43834       41.528177
       547.44944       42.833999
       544.49544       44.072329
       541.56036       45.252122
       538.63092       46.383491
       535.68649       47.457784
       532.71624       48.488972
       529.70653       49.485930
       526.64027       50.454237
       523.50051       51.401073
       520.26646       52.326359
       516.91772       53.230364
       513.43150       54.104886
       509.78434       54.950210
       505.95582       55.736614
       501.92971       56.435861
       497.69613       57.007528
       493.26484       57.382594
       488.65983       57.493997
       483.93019       57.258473
       479.14972       56.593956
       474.39996       55.444615
       469.76568       53.779284
       465.33444       51.585958
       461.24035       48.831984
       457.68657       45.468015
       454.94032       41.458413
       453.02722       36.966689
       451.67482       32.278227
       450.65212       27.563571
       449.86661       22.875950
       449.25113       18.234867
       448.79289       13.635759
       448.47794       9.0702020
       448.29358       4.5293398
       448.23716    0.0011658627
       448.29510      -4.5271050
       448.47440      -9.0684810
       448.79560      -13.632862
       449.25517      -18.231843
       449.86471      -22.874219
       450.66050      -27.558179
       451.68018      -32.273906
       453.03199      -36.961995
       454.95544      -41.446901
       457.69222      -45.461309
       461.23260      -48.835923
       465.32908      -51.588385
       469.76973      -53.772516
       474.40095      -55.440781
       479.15182      -56.588430
       483.93158      -57.253889
       488.65550      -57.499035
       493.26413      -57.382541
       497.69714      -57.003344
       501.92939      -56.435716
       505.95555      -55.737653
       509.78339      -54.954689
       513.43096      -54.109870
       516.91795      -53.225823
       520.26681      -52.328407
       523.50049      -51.399036
       526.64000      -50.450227
       529.70779      -49.490022
       532.71698      -48.489882
       535.68483      -47.450522
       538.62952      -46.377606
       541.56062      -45.250557
       544.49530      -44.069872
       547.45208      -42.835748
       550.44533      -41.535625
       553.49926      -40.169668
       556.65113      -38.743659
       559.92779      -37.242786
       563.35676      -35.645251
       566.99618      -33.949363
       570.88199      -32.119906
       575.07503      -30.129601
       579.63310      -27.934323
       584.60490      -25.471696
       590.07001      -22.679214
       596.08163      -19.464144
       602.65826      -15.716721
       609.72234      -11.296352
       616.49910      -6.0601080
       620.21430    0.0020172708
       70.814341
       627.35341    0.0020824178
       623.43127       6.4914814
       616.09698       12.106912
       608.53320       16.839280
       601.49330       20.855927
       595.05718       24.301864
       589.19947       27.292998
       583.86687       29.928733
       578.98774       32.282442
       574.49453       34.414534
       570.33106       36.374168
       566.43297       38.192567
       562.75239       39.897193
       559.25026       41.513916
       555.87261       43.040602
       552.59345       44.494396
       549.39106       45.893492
       546.22605       47.220274
       543.08133       48.484338
       539.94264       49.696519
       536.78790       50.847547
       533.60549       51.952391
       530.38080       53.020560
       527.09552       54.058033
       523.73149       55.072499
       520.26643       56.063877
       516.67850       57.032454
       512.94326       57.969441
       509.03559       58.875146
       504.93361       59.717722
       500.61992       60.466915
       496.08393       61.079415
       491.33613       61.481271
       486.40219       61.600633
       481.33471       61.348285
       476.21278       60.636303
       471.12375       59.404865
       466.15846       57.620582
       461.41070       55.270590
       457.02417       52.319903
       453.21655       48.715651
       450.27414       44.419649
       448.22439       39.607088
       446.77539       34.583736
       445.67964       29.532319
       444.83802       24.509868
       444.17858       19.537279
       443.68761       14.609663
       443.35016       9.7179946
       443.15263       4.8527851
       443.09218    0.0011701949
       443.15426      -4.8505485
       443.34637      -9.7163086
       443.69051      -14.606716
       444.18290      -19.534197
       444.83599      -24.508171
       445.68862      -29.526700
       446.78113      -34.579264
       448.22950      -39.602216
       450.29034      -44.407473
       453.22260      -48.708624
       457.01587      -52.324282
       461.40495      -55.273349
       466.16280      -57.613489
       471.12482      -59.400915
       476.21503      -60.630539
       481.33620      -61.343532
       486.39755      -61.606188
       491.33536      -61.481373
       496.08501      -61.075090
       500.61957      -60.466917
       504.93331      -59.718992
       509.03457      -58.880102
       512.94268      -57.974940
       516.67875      -57.027746
       520.26681      -56.066229
       523.73147      -55.070474
       527.09523      -54.053894
       530.38215      -53.025103
       533.60628      -51.953524
       536.78611      -50.839924
       539.94114      -49.690371
       543.08161      -48.482818
       546.22590      -47.217799
       549.39389      -45.895523
       552.60094      -44.502535
       555.87301      -43.039009
       559.25001      -41.511143
       562.76071      -39.903064
       566.43461      -38.191419
       570.33400      -36.374396
       574.49736      -34.414264
       578.98990      -32.281795
       583.87354      -29.929711
       589.20047      -27.291181
       595.05595      -24.299237
       601.49697      -20.854519
       608.54336      -16.839423
       616.11202      -12.103314
       623.37283      -6.4930518
       627.35341    0.0020824178
